data,valor
2026-07-20,3384.74
2026-07-21,3394.05
2026-07-22,3392.59
2026-07-23,3395.4
2026-07-24,3388.21
2026-07-27,3391.09
2026-07-28,3386.98
2026-07-29,3371.46
2026-07-30,3377.68
2026-07-31,3377.23
2026-08-03,3368.3
2026-08-04,3369.17
2026-08-05,3364.48
2026-08-06,3356.8
2026-08-07,3354.35
