data,valor
2026-07-20,337.1
2026-07-21,342.45
2026-07-22,342.65
2026-07-23,343.75
2026-07-24,344.2
2026-07-27,344.25
2026-07-28,347.7
2026-07-29,347.4
2026-07-30,346.9
2026-07-31,346.55
2026-08-03,347.9
2026-08-04,350.2
2026-08-05,348.55
2026-08-06,348.3
2026-08-07,347.5
